TransactionID,ts,TransactionAmt,ProductCD,channel,addr1,addr2,risk_score,P_emaildomain,R_emaildomain,customer_id,card_id
3052772,2016-07-16 03:26:38,35.97,W,in_person,441.0,87.0,0.01,gmail.com,,C12382,C12382-K1
3055139,2016-07-16 20:20:52,69.09,W,in_person,204.0,87.0,0.14,gmail.com,,C12382,C12382-K1
3056469,2016-07-17 00:58:53,34.04,W,in_person,123.0,87.0,0.09,gmail.com,,C12382,C12382-K1
3056483,2016-07-17 01:03:48,33.96,W,in_person,123.0,87.0,0.15,gmail.com,,C12382,C12382-K1
3069874,2016-07-19 22:21:28,171.04,W,in_person,204.0,87.0,0.2,gmail.com,,C12382,C12382-K1
3074257,2016-07-20 20:26:26,229.91,W,in_person,330.0,87.0,0.28,,,C12382,C12382-K1
3075517,2016-07-21 00:12:02,59.02,W,in_person,476.0,87.0,0.1,gmail.com,,C12382,C12382-K1
3077611,2016-07-21 15:31:03,106.96,W,in_person,337.0,87.0,0.09,me.com,,C12382,C12382-K1
3077889,2016-07-21 16:22:53,35.99,W,in_person,485.0,87.0,0.39,yahoo.com,,C12382,C12382-K1
3078846,2016-07-21 18:44:13,64.94,W,in_person,272.0,87.0,0.01,yahoo.com,,C12382,C12382-K1
3085017,2016-07-22 20:20:00,87.93,W,in_person,264.0,87.0,0.14,gmail.com,,C12382,C12382-K1
3085461,2016-07-22 21:27:32,59.08,W,in_person,181.0,87.0,0.06,gmail.com,,C12382,C12382-K1
3086821,2016-07-23 01:07:06,141.07,W,in_person,181.0,87.0,0.2,gmail.com,,C12382,C12382-K1
3004451,2016-07-03 19:00:17,36.02,C,online,,,0.08,hotmail.com,hotmail.com,C11891,C11891-K1
3041882,2016-07-13 18:15:03,93.43,C,online,375.0,60.0,0.07,anonymous.com,anonymous.com,C11891,C11891-K1
3043555,2016-07-13 23:51:50,121.32,C,online,,,0.21,hotmail.com,hotmail.com,C11891,C11891-K1
3073868,2016-07-20 19:23:39,37.95,C,online,,,0.32,anonymous.com,anonymous.com,C11891,C11891-K1
3176883,2016-08-15 18:52:59,83.64,C,online,,,0.04,anonymous.com,anonymous.com,C11891,C11891-K1
3185167,2016-08-18 16:08:34,31.61,C,online,,,0.39,anonymous.com,anonymous.com,C11891,C11891-K1
3189049,2016-08-19 20:38:02,6.34,C,online,,,0.02,hotmail.com,hotmail.com,C11891,C11891-K1
3215277,2016-08-28 23:20:48,27.85,C,online,,,0.07,anonymous.com,anonymous.com,C11891,C11891-K1
3227718,2016-09-02 03:42:12,22.82,C,online,,,0.01,anonymous.com,anonymous.com,C11891,C11891-K1
3230270,2016-09-02 22:19:51,51.51,C,online,,,0.12,anonymous.com,anonymous.com,C11891,C11891-K1
3230363,2016-09-02 22:43:54,58.54,C,online,,,0.13,anonymous.com,anonymous.com,C11891,C11891-K1
3230393,2016-09-02 22:52:46,47.29,C,online,,,0.27,anonymous.com,anonymous.com,C11891,C11891-K1
3230409,2016-09-02 22:57:50,47.34,C,online,,,0.45,anonymous.com,anonymous.com,C11891,C11891-K1
3230493,2016-09-02 23:17:20,51.52,C,online,,,0.01,anonymous.com,anonymous.com,C11891,C11891-K1
3264883,2016-09-13 23:01:41,41.57,C,online,,,0.17,anonymous.com,anonymous.com,C11891,C11891-K1
3272926,2016-09-16 18:08:00,55.0,C,online,,,0.05,hotmail.com,hotmail.com,C11891,C11891-K1
3273763,2016-09-16 22:04:58,56.11,C,online,,,0.01,hotmail.com,hotmail.com,C11891,C11891-K1
3295566,2016-09-24 16:29:46,20.84,C,online,,,0.01,hotmail.com,hotmail.com,C11891,C11891-K1
3302993,2016-09-26 23:14:39,25.6,C,online,,,0.09,anonymous.com,anonymous.com,C11891,C11891-K1
3307219,2016-09-28 04:35:26,23.26,C,online,,,0.04,gmail.com,gmail.com,C11891,C11891-K1
3307244,2016-09-28 04:55:20,26.38,C,online,,,0.1,anonymous.com,anonymous.com,C11891,C11891-K1
3307245,2016-09-28 04:55:50,16.53,C,online,,,0.09,gmail.com,gmail.com,C11891,C11891-K1
3311844,2016-09-29 18:59:51,90.54,C,online,,,0.51,hotmail.com,hotmail.com,C11891,C11891-K1
3326030,2016-10-03 02:59:45,13.14,C,online,,,0.14,gmail.com,gmail.com,C11891,C11891-K1
3351763,2016-10-10 17:09:49,24.77,C,online,,,0.38,,,C11891,C11891-K1
3385561,2016-10-21 20:51:50,34.99,C,online,,,0.03,anonymous.com,anonymous.com,C11891,C11891-K1
3400334,2016-10-26 19:34:34,74.6,C,online,,,0.25,anonymous.com,anonymous.com,C11891,C11891-K1
3400385,2016-10-26 19:49:06,52.42,C,online,,,0.39,anonymous.com,anonymous.com,C11891,C11891-K1
3400395,2016-10-26 19:51:46,52.4,C,online,,,0.11,anonymous.com,anonymous.com,C11891,C11891-K1
3400406,2016-10-26 19:54:38,25.17,C,online,,,0.16,anonymous.com,anonymous.com,C11891,C11891-K1
3400436,2016-10-26 20:01:14,52.53,C,online,,,0.36,anonymous.com,anonymous.com,C11891,C11891-K1
3400451,2016-10-26 20:05:22,52.5,C,online,,,0.06,anonymous.com,anonymous.com,C11891,C11891-K1
3400494,2016-10-26 20:13:04,52.45,C,online,,,0.22,anonymous.com,anonymous.com,C11891,C11891-K1
3400552,2016-10-26 20:29:16,52.45,C,online,,,0.01,anonymous.com,anonymous.com,C11891,C11891-K1
3433977,2016-11-05 23:32:56,2.68,C,online,,,0.07,gmail.com,gmail.com,C11891,C11891-K1
3537664,2016-12-12 22:27:29,44.96,C,online,,,0.03,anonymous.com,anonymous.com,C11891,C11891-K1
3540380,2016-12-13 21:28:35,26.21,C,online,,,0.28,gmail.com,gmail.com,C11891,C11891-K1
3544645,2016-12-15 04:10:51,30.22,C,online,,,0.13,anonymous.com,anonymous.com,C11891,C11891-K1
3545271,2016-12-15 15:01:07,26.21,C,online,,,0.06,gmail.com,gmail.com,C11891,C11891-K1
3545283,2016-12-15 15:05:06,26.26,C,online,,,0.15,gmail.com,gmail.com,C11891,C11891-K1
3545290,2016-12-15 15:07:23,26.21,C,online,,,0.03,gmail.com,gmail.com,C11891,C11891-K1
3545367,2016-12-15 15:29:45,26.27,C,online,,,0.02,gmail.com,gmail.com,C11891,C11891-K1
3545398,2016-12-15 15:37:17,26.22,C,online,,,0.12,gmail.com,gmail.com,C11891,C11891-K1
3013960,2016-07-06 14:31:05,76.98,W,in_person,315.0,87.0,0.11,yahoo.com,,C08623,C08623-K2
3014333,2016-07-06 16:21:30,108.02,W,in_person,204.0,87.0,0.23,gmail.com,,C08623,C08623-K2
3014962,2016-07-06 18:23:56,86.91,W,in_person,315.0,87.0,0.48,yahoo.com,,C08623,C08623-K2
3015183,2016-07-06 19:10:06,87.09,W,in_person,315.0,87.0,0.02,yahoo.com,,C08623,C08623-K2
3015779,2016-07-06 21:21:34,48.94,W,in_person,299.0,87.0,0.02,gmail.com,,C08623,C08623-K2
3017365,2016-07-07 06:46:37,25.03,W,in_person,220.0,87.0,0.03,yahoo.com,,C08623,C08623-K2
3017773,2016-07-07 14:42:03,116.96,W,in_person,204.0,87.0,0.09,,,C08623,C08623-K2
3017927,2016-07-07 15:26:22,59.01,W,in_person,204.0,87.0,0.16,,,C08623,C08623-K2
3018166,2016-07-07 16:32:40,78.03,W,in_person,225.0,87.0,0.01,yahoo.com,,C08623,C08623-K2
3018431,2016-07-07 17:38:06,87.89,W,in_person,264.0,87.0,0.07,gmail.com,,C08623,C08623-K2
3019196,2016-07-07 20:21:23,39.07,W,in_person,299.0,87.0,0.05,,,C08623,C08623-K2
3020683,2016-07-08 02:30:07,311.97,W,in_person,272.0,87.0,0.16,gmail.com,,C08623,C08623-K2
3020799,2016-07-08 03:12:51,213.04,W,in_person,325.0,87.0,0.28,ymail.com,,C08623,C08623-K2
3020831,2016-07-08 03:23:51,226.07,W,in_person,325.0,87.0,0.06,ymail.com,,C08623,C08623-K2
3020834,2016-07-08 03:24:38,11.94,W,in_person,220.0,87.0,0.04,yahoo.com,,C08623,C08623-K2
3020881,2016-07-08 03:40:58,19.99,H,online,181.0,87.0,0.61,gmail.com,anonymous.com,C08623,C08623-K2
3020895,2016-07-08 03:46:43,20.09,H,online,181.0,87.0,0.05,gmail.com,anonymous.com,C08623,C08623-K2
3021411,2016-07-08 14:28:56,102.07,W,in_person,143.0,87.0,0.02,gmail.com,,C08623,C08623-K2
3022086,2016-07-08 17:20:23,39.98,H,online,327.0,87.0,0.09,hotmail.com,,C08623,C08623-K2
3022812,2016-07-08 19:57:51,88.9,W,in_person,205.0,87.0,0.12,,,C08623,C08623-K2
3023499,2016-07-08 22:29:43,59.07,W,in_person,184.0,87.0,0.11,gmail.com,,C08623,C08623-K2
3023768,2016-07-08 23:33:07,34.96,W,in_person,441.0,87.0,0.32,,,C08623,C08623-K2
3024076,2016-07-09 00:44:06,38.97,W,in_person,272.0,87.0,0.01,gmail.com,,C08623,C08623-K2
3024198,2016-07-09 01:16:03,39.98,W,in_person,441.0,87.0,0.08,,,C08623,C08623-K2
3025135,2016-07-09 13:46:58,74.98,R,online,272.0,87.0,0.77,gmail.com,anonymous.com,C08623,C08623-K2
3025483,2016-07-09 15:43:28,150.97,W,in_person,191.0,87.0,0.03,,,C08623,C08623-K2
3025933,2016-07-09 17:32:32,49.06,W,in_person,204.0,87.0,0.2,yahoo.com,,C08623,C08623-K2
3026206,2016-07-09 18:33:34,39.03,W,in_person,177.0,87.0,0.01,gmail.com,,C08623,C08623-K2
3027702,2016-07-09 23:53:35,209.9,W,in_person,330.0,87.0,0.15,gmail.com,,C08623,C08623-K2
3028537,2016-07-10 04:04:11,269.92,W,in_person,299.0,87.0,0.23,hotmail.com,,C08623,C08623-K2
3029670,2016-07-10 17:21:44,30.94,W,in_person,485.0,87.0,0.06,gmail.com,,C08623,C08623-K2
3030232,2016-07-10 19:26:18,231.14,W,in_person,337.0,87.0,0.12,yahoo.com,,C08623,C08623-K2
3030499,2016-07-10 20:27:40,11.06,W,in_person,299.0,87.0,0.19,hotmail.com,,C08623,C08623-K2
3030556,2016-07-10 20:38:07,68.49,W,in_person,299.0,87.0,0.01,yahoo.com,,C08623,C08623-K2
3031693,2016-07-11 00:38:46,58.95,W,in_person,264.0,87.0,0.06,yahoo.com,,C08623,C08623-K2
3032361,2016-07-11 04:02:41,150.08,R,online,337.0,87.0,0.13,yahoo.com,yahoo.com,C08623,C08623-K2
3032384,2016-07-11 04:12:11,149.99,R,online,337.0,87.0,0.23,yahoo.com,yahoo.com,C08623,C08623-K2
3032624,2016-07-11 10:53:30,57.88,W,in_person,485.0,87.0,0.08,,,C08623,C08623-K2
3032708,2016-07-11 12:51:56,58.92,W,in_person,441.0,87.0,0.25,,,C08623,C08623-K2
3034331,2016-07-11 20:01:29,49.93,W,in_person,472.0,87.0,0.12,,,C08623,C08623-K2
3034583,2016-07-11 20:53:16,21.97,W,in_person,204.0,87.0,0.12,,,C08623,C08623-K2
3034749,2016-07-11 21:28:59,29.04,W,in_person,299.0,87.0,0.3,gmail.com,,C08623,C08623-K2
3034750,2016-07-11 21:29:14,87.09,W,in_person,299.0,87.0,0.01,yahoo.com,,C08623,C08623-K2
3034767,2016-07-11 21:31:55,38.94,W,in_person,299.0,87.0,0.21,gmail.com,,C08623,C08623-K2
3035019,2016-07-11 22:27:56,46.01,W,in_person,126.0,87.0,0.25,aol.com,,C08623,C08623-K2
3016362,2016-07-06 23:51:38,11.22,C,online,,,0.02,outlook.com,outlook.com,C08106,C08106-K1
3022263,2016-07-08 17:59:25,12.2,C,online,,,0.05,gmail.com,gmail.com,C08106,C08106-K1
3032354,2016-07-11 03:59:28,11.22,C,online,,,0.36,hotmail.com,hotmail.com,C08106,C08106-K1
3041189,2016-07-13 15:49:25,24.96,C,online,,,0.27,gmail.com,gmail.com,C08106,C08106-K1
3041451,2016-07-13 16:45:49,11.16,C,online,465.0,60.0,0.14,hotmail.com,hotmail.com,C08106,C08106-K1
3041580,2016-07-13 17:10:26,20.51,C,online,161.0,60.0,0.17,hotmail.com,hotmail.com,C08106,C08106-K1
3042672,2016-07-13 20:51:10,29.0,C,online,,,0.04,gmail.com,gmail.com,C08106,C08106-K1
3043674,2016-07-14 00:19:32,23.8,C,online,,,0.66,gmail.com,gmail.com,C08106,C08106-K1
3044424,2016-07-14 03:52:32,93.6,C,online,431.0,60.0,0.59,hotmail.com,hotmail.com,C08106,C08106-K1
3053646,2016-07-16 15:25:27,76.05,C,online,,,0.02,hotmail.com,hotmail.com,C08106,C08106-K1
3057975,2016-07-17 15:07:30,23.37,C,online,,,0.26,hotmail.com,hotmail.com,C08106,C08106-K1
3060995,2016-07-18 00:30:15,13.68,C,online,465.0,60.0,0.83,hotmail.com,hotmail.com,C08106,C08106-K1
3061540,2016-07-18 02:41:26,25.7,C,online,,,0.07,yahoo.com.mx,yahoo.com.mx,C08106,C08106-K1
3062197,2016-07-18 12:05:54,28.24,C,online,,,0.03,hotmail.com,hotmail.com,C08106,C08106-K1
3062201,2016-07-18 12:09:26,28.27,C,online,,,0.29,hotmail.com,hotmail.com,C08106,C08106-K1
3070467,2016-07-20 00:16:18,20.37,C,online,,,0.15,gmail.com,gmail.com,C08106,C08106-K1
3074803,2016-07-20 21:58:45,80.42,C,online,,,0.18,hotmail.com,hotmail.com,C08106,C08106-K1
3078870,2016-07-21 18:48:18,18.56,C,online,,,0.45,gmail.com,gmail.com,C08106,C08106-K1
3079235,2016-07-21 19:37:14,32.67,C,online,,,0.08,hotmail.com,hotmail.com,C08106,C08106-K1
3083251,2016-07-22 15:59:31,27.73,C,online,,,0.02,hotmail.com,hotmail.com,C08106,C08106-K1
3087548,2016-07-23 04:01:39,96.44,C,online,,,0.47,hotmail.com,hotmail.com,C08106,C08106-K1
3087605,2016-07-23 04:18:14,96.37,C,online,,,0.05,hotmail.com,hotmail.com,C08106,C08106-K1
3087613,2016-07-23 04:21:33,96.37,C,online,,,0.21,hotmail.com,hotmail.com,C08106,C08106-K1
3087647,2016-07-23 04:30:11,96.4,C,online,,,0.11,hotmail.com,hotmail.com,C08106,C08106-K1
3087652,2016-07-23 04:31:17,96.33,C,online,,,0.12,hotmail.com,hotmail.com,C08106,C08106-K1
3087672,2016-07-23 04:35:14,96.45,C,online,,,0.28,hotmail.com,hotmail.com,C08106,C08106-K1
3087743,2016-07-23 04:56:01,96.37,C,online,,,0.02,hotmail.com,hotmail.com,C08106,C08106-K1
3088788,2016-07-23 15:28:50,96.41,C,online,,,0.24,hotmail.com,hotmail.com,C08106,C08106-K1
3089037,2016-07-23 16:10:54,96.43,C,online,,,0.06,hotmail.com,hotmail.com,C08106,C08106-K1
3092419,2016-07-24 00:09:49,24.28,C,online,,,0.08,hotmail.com,hotmail.com,C08106,C08106-K1
3097293,2016-07-24 21:14:16,60.48,C,online,,,0.1,hotmail.com,hotmail.com,C08106,C08106-K1
3099130,2016-07-25 02:38:01,16.95,C,online,,,0.4,hotmail.com,hotmail.com,C08106,C08106-K1
3102555,2016-07-25 20:21:02,20.73,C,online,,,0.06,hotmail.com,hotmail.com,C08106,C08106-K1
3103726,2016-07-25 23:36:18,63.0,C,online,,,0.05,gmail.com,gmail.com,C08106,C08106-K1
3104236,2016-07-26 01:20:11,21.13,C,online,,,0.13,gmail.com,gmail.com,C08106,C08106-K1
3105031,2016-07-26 04:56:44,62.98,C,online,,,0.16,gmail.com,gmail.com,C08106,C08106-K1
3110056,2016-07-27 02:55:13,24.84,C,online,,,0.19,hotmail.com,hotmail.com,C08106,C08106-K1
3112405,2016-07-27 18:14:42,19.12,C,online,,,0.14,hotmail.com,hotmail.com,C08106,C08106-K1
3113247,2016-07-27 20:35:36,17.97,C,online,,,0.11,gmail.com,gmail.com,C08106,C08106-K1
3117755,2016-07-28 20:22:13,69.19,C,online,,,0.16,hotmail.com,hotmail.com,C08106,C08106-K1
3119793,2016-07-29 04:42:22,34.08,C,online,,,0.04,gmail.com,gmail.com,C08106,C08106-K1
3122967,2016-07-29 23:53:18,22.48,C,online,,,0.13,hotmail.com,hotmail.com,C08106,C08106-K1
3123023,2016-07-30 00:10:23,22.3,C,online,,,0.08,hotmail.com,hotmail.com,C08106,C08106-K1
3125210,2016-07-30 17:43:21,22.48,C,online,,,0.04,hotmail.com,hotmail.com,C08106,C08106-K1
3125214,2016-07-30 17:44:18,22.47,C,online,,,0.14,hotmail.com,hotmail.com,C08106,C08106-K1
3000902,2016-07-02 16:06:18,108.47,W,in_person,330.0,87.0,0.1,gmail.com,,C02923,C02923-K1
3008138,2016-07-04 19:22:50,100.03,H,online,330.0,87.0,0.15,gmail.com,,C02923,C02923-K1
3039032,2016-07-12 22:45:24,49.93,R,online,330.0,87.0,0.06,yahoo.com,gmail.com,C02923,C02923-K1
3044065,2016-07-14 01:55:09,117.01,W,in_person,330.0,87.0,0.35,,,C02923,C02923-K1
3045126,2016-07-14 14:53:56,9.92,S,online,330.0,87.0,0.12,,yahoo.com,C02923,C02923-K1
3045247,2016-07-14 15:25:07,20.0,S,online,330.0,87.0,0.09,,yahoo.com,C02923,C02923-K1
3050502,2016-07-15 19:20:39,99.92,R,online,330.0,87.0,0.01,gmail.com,gmail.com,C02923,C02923-K1
3053121,2016-07-16 09:12:38,108.52,W,in_person,330.0,87.0,0.07,gmail.com,,C02923,C02923-K1
3055624,2016-07-16 21:58:19,99.95,S,online,272.0,87.0,0.01,,hotmail.com,C02923,C02923-K1
3055687,2016-07-16 22:10:41,50.07,S,online,272.0,87.0,0.09,,gmail.com,C02923,C02923-K1
3058791,2016-07-17 17:37:17,49.97,R,online,330.0,87.0,0.01,anonymous.com,gmail.com,C02923,C02923-K1
3060486,2016-07-17 22:52:16,75.04,S,online,299.0,87.0,0.71,,,C02923,C02923-K1
3064136,2016-07-18 19:41:11,29.93,H,online,330.0,87.0,0.16,verizon.net,verizon.net,C02923,C02923-K1
3067057,2016-07-19 12:38:20,249.93,R,online,330.0,87.0,0.02,comcast.net,comcast.net,C02923,C02923-K1
3076835,2016-07-21 07:34:14,150.45,W,in_person,330.0,87.0,0.13,gmail.com,,C02923,C02923-K1
3076866,2016-07-21 08:15:36,150.58,W,in_person,330.0,87.0,0.04,gmail.com,,C02923,C02923-K1
3081583,2016-07-22 02:24:51,50.04,R,online,330.0,87.0,0.35,aim.com,gmail.com,C02923,C02923-K1
3082349,2016-07-22 08:10:11,150.57,W,in_person,330.0,87.0,0.03,gmail.com,,C02923,C02923-K1
3082400,2016-07-22 10:54:45,150.5,W,in_person,330.0,87.0,0.1,anonymous.com,,C02923,C02923-K1
3086825,2016-07-23 01:08:14,200.09,R,online,330.0,87.0,0.02,anonymous.com,anonymous.com,C02923,C02923-K1
3087117,2016-07-23 02:08:43,116.95,W,in_person,330.0,87.0,0.1,,,C02923,C02923-K1
3105761,2016-07-26 14:28:12,99.91,S,online,330.0,87.0,0.29,,windstream.net,C02923,C02923-K1
3112142,2016-07-27 17:32:50,975.02,W,in_person,330.0,87.0,0.04,yahoo.com,,C02923,C02923-K1
3119579,2016-07-29 03:21:27,28.98,W,in_person,330.0,87.0,0.27,yahoo.com,,C02923,C02923-K1
3121093,2016-07-29 17:20:14,499.94,W,in_person,330.0,87.0,0.01,verizon.net,,C02923,C02923-K1
3122215,2016-07-29 21:07:55,34.04,W,in_person,330.0,87.0,0.38,yahoo.com,,C02923,C02923-K1
3123633,2016-07-30 03:44:41,106.54,W,in_person,330.0,87.0,0.02,gmail.com,,C02923,C02923-K1
3123943,2016-07-30 06:36:57,117.03,W,in_person,330.0,87.0,0.03,gmail.com,,C02923,C02923-K1
3127669,2016-07-31 04:47:15,108.41,W,in_person,330.0,87.0,0.2,gmail.com,,C02923,C02923-K1
3138319,2016-08-03 15:12:19,389.95,W,in_person,330.0,87.0,0.03,,,C02923,C02923-K1
3147914,2016-08-06 02:27:51,50.05,H,online,330.0,87.0,0.14,gmail.com,gmail.com,C02923,C02923-K1
3185646,2016-08-18 18:36:53,117.01,W,in_person,330.0,87.0,0.25,yahoo.com,,C02923,C02923-K1
3188244,2016-08-19 16:54:50,117.02,W,in_person,330.0,87.0,0.88,yahoo.com,,C02923,C02923-K1
3188252,2016-08-19 16:57:31,116.96,W,in_person,330.0,87.0,0.6,yahoo.com,,C02923,C02923-K1
3189351,2016-08-19 22:08:24,141.09,W,in_person,330.0,87.0,0.09,gmail.com,,C02923,C02923-K1
3190461,2016-08-20 07:02:37,112.08,W,in_person,330.0,87.0,0.08,gmail.com,,C02923,C02923-K1
3196316,2016-08-22 06:17:02,99.91,W,in_person,330.0,87.0,0.09,gmail.com,,C02923,C02923-K1
3202509,2016-08-24 15:33:47,1104.01,W,in_person,330.0,87.0,0.05,,,C02923,C02923-K1
3203069,2016-08-24 18:56:40,1103.96,W,in_person,330.0,87.0,0.37,,,C02923,C02923-K1
3203085,2016-08-24 19:02:15,1104.07,W,in_person,330.0,87.0,0.12,,,C02923,C02923-K1
3203794,2016-08-24 22:28:02,1104.08,W,in_person,330.0,87.0,0.03,,,C02923,C02923-K1
3205296,2016-08-25 16:06:44,117.05,W,in_person,330.0,87.0,0.23,yahoo.com,,C02923,C02923-K1
3205317,2016-08-25 16:13:18,117.07,W,in_person,330.0,87.0,0.69,yahoo.com,,C02923,C02923-K1
3210098,2016-08-27 02:12:29,25.02,S,online,330.0,87.0,0.76,,,C02923,C02923-K1
3211111,2016-08-27 17:12:23,116.96,W,in_person,330.0,87.0,0.63,yahoo.com,,C02923,C02923-K1
3010803,2016-07-05 16:16:59,159.96,W,in_person,191.0,87.0,0.22,anonymous.com,,C07297,C07297-K2
3012743,2016-07-06 00:29:46,226.08,W,in_person,264.0,87.0,0.31,gmail.com,,C07297,C07297-K1
3015809,2016-07-06 21:29:11,120.08,W,in_person,204.0,87.0,0.04,gmail.com,,C07297,C07297-K1
