card_id,TransactionID
C04570-K1,3234131
C04570-K1,3256608
C04570-K1,3256663
C04570-K1,3266906
C04570-K1,3269325
C04570-K1,3270716
C04570-K1,3273696
C04570-K1,3284368
C02354-K2,3000053
C02354-K2,3000110
C02354-K2,3000260
C02354-K2,3000377
C02354-K2,3000429
C02354-K2,3000487
C02354-K2,3000513
C02354-K2,3000523
C02354-K2,3000529
C02354-K2,3000601
C02354-K2,3000623
C02354-K2,3000659
C02354-K2,3000664
C02354-K2,3000667
C02354-K2,3000670
C02354-K2,3000704
C02354-K2,3000706
C02354-K2,3000713
C02354-K2,3000742
C02354-K2,3000814
C02354-K2,3000855
C02354-K2,3000943
C02354-K2,3000962
C02354-K2,3001000
C02354-K2,3001053
C02354-K2,3001089
C02354-K2,3001098
C02354-K2,3001111
C02354-K2,3001172
C02354-K2,3001176
C02354-K2,3001232
C02354-K2,3001265
C02354-K2,3001309
C02354-K2,3001318
C02354-K2,3001332
C02354-K2,3001344
C02354-K2,3001346
C02354-K2,3001360
C02354-K2,3001393
C02354-K2,3001457
C02354-K2,3001460
C02354-K2,3001662
C02354-K2,3001764
C02354-K2,3001775
C02354-K2,3001887
C07987-K2,3002221
C07987-K2,3006150
C07987-K2,3006178
C07987-K2,3007932
C07987-K2,3010126
C07987-K2,3011354
C07987-K2,3015182
C07987-K2,3017681
C07987-K2,3017822
C07987-K2,3017846
C07987-K2,3022978
C07987-K2,3023906
C07987-K2,3025207
C07987-K2,3030290
C07987-K2,3030697
C07987-K2,3030837
C07987-K2,3033723
C07987-K2,3033866
C07987-K2,3034040
C07987-K2,3039820
C07987-K2,3040787
C07987-K2,3043766
C07987-K2,3044307
C07987-K2,3048987
C07987-K2,3049290
C07987-K2,3051382
C07987-K2,3053354
C07987-K2,3061749
C07987-K2,3062625
C07987-K2,3064986
C07987-K2,3068200
C07987-K2,3069494
C07987-K2,3071209
C07987-K2,3072382
C07987-K2,3072653
C07987-K2,3077016
C07987-K2,3077121
C07987-K2,3078433
C07987-K2,3081735
C07987-K2,3082949
C07987-K2,3084267
C07987-K2,3088949
C07987-K2,3090826
C07987-K2,3091532
C07987-K2,3094118
C12265-K2,3013334
C12265-K2,3013528
C12265-K2,3013569
C12265-K2,3013599
C12265-K2,3029405
C12265-K2,3029549
C12265-K2,3031740
C12265-K2,3061338
C12265-K2,3067945
C12265-K2,3071655
C12265-K2,3090666
C12265-K2,3091289
C12265-K2,3095915
C12265-K2,3098904
C12265-K2,3099578
C12265-K2,3106491
C12265-K2,3111766
C12265-K2,3119975
C12265-K2,3144210
C12265-K2,3159395
C12265-K2,3162448
C12265-K2,3182252
C12265-K2,3190062
C12265-K2,3193949
C12265-K2,3194038
C12265-K2,3207933
C12265-K2,3219977
C12265-K2,3220036
C12265-K2,3237603
C12265-K2,3239018
C12265-K2,3254649
C12265-K2,3259414
C12265-K2,3275655
C12265-K2,3275722
C12265-K2,3287641
C12265-K2,3287769
C12265-K2,3292205
C12265-K2,3292782
C12265-K2,3294669
C12265-K2,3298579
C12265-K1,3322761
C12265-K2,3330922
C12265-K2,3330981
C12265-K2,3331572
C12265-K2,3336034
